0,-3.543585132766021e-03,-1.575516749677863e-02
1,-2.363698532033472e-03,-1.624703928093221e-02
2,-1.182251809059436e-03,-1.673790926055960e-02
3,4.717028830572517e-17,-1.722812114040421e-02
4,1.182251809059477e-03,-1.673790926055962e-02
5,2.363698532033421e-03,-1.624703928093206e-02
6,3.543585132766102e-03,-1.575516749677876e-02
7,-4.029551004437607e-03,-1.457267263806917e-02
8,-2.684777425702590e-03,-1.491138189540276e-02
9,-1.340602689311591e-03,-1.523723047223225e-02
10,3.523350617974365e-17,-1.556333537298647e-02
11,1.340602689311679e-03,-1.523723047223197e-02
12,2.684777425702678e-03,-1.491138189540272e-02
13,4.029551004437699e-03,-1.457267263806890e-02
14,-4.515943274525231e-03,-1.339133846493085e-02
15,-3.007081244873673e-03,-1.357233849699176e-02
16,-1.504852214865845e-03,-1.373289508845513e-02
17,4.699685884436432e-17,-1.389698412232421e-02
18,1.504852214865998e-03,-1.373289508845477e-02
19,3.007081244873689e-03,-1.357233849699199e-02
20,4.515943274525242e-03,-1.339133846493077e-02
21,-5.000009404997783e-03,-1.221253082442822e-02
22,-3.333348205693077e-03,-1.222708718617148e-02
23,-1.666675920812249e-03,-1.223114172136952e-02
24,8.097350740851934e-17,-1.222911499069041e-02
25,1.666675920812212e-03,-1.223114172136953e-02
26,3.333348205693073e-03,-1.222708718617167e-02
27,5.000009404997821e-03,-1.221253082442834e-02
28,-4.507772196807531e-03,-1.103435044941716e-02
29,-3.008763766782374e-03,-1.088989164628418e-02
30,-1.503072775913882e-03,-1.072501799986464e-02
31,-7.374001512929207e-17,-1.056367856930233e-02
32,1.503072775913908e-03,-1.072501799986441e-02
33,3.008763766782399e-03,-1.088989164628407e-02
34,4.507772196807616e-03,-1.103435044941722e-02
35,-4.017858719874554e-03,-9.858688907978606e-03
36,-2.680197839930901e-03,-9.546505850095543e-03
37,-1.341870237056720e-03,-9.221490565020481e-03
38,-2.973247028070570e-17,-8.896704397607837e-03
39,1.341870237056626e-03,-9.221490565020290e-03
40,2.680197839930910e-03,-9.546505850095678e-03
41,4.017858719874622e-03,-9.858688907978560e-03
42,-3.527522197038680e-03,-8.684177934209981e-03
43,-2.350386125943895e-03,-8.199733716737920e-03
44,-1.174794596543031e-03,-7.714288723992137e-03
45,-1.539904385356523e-16,-7.228186703047997e-03
46,1.174794596542945e-03,-7.714288723992193e-03
47,2.350386125943962e-03,-8.199733716738008e-03
48,3.527522197038759e-03,-8.684177934209971e-03
49,-1.372015137896244e-02,-1.586690812051958e-02
50,-1.228240553386988e-02,-1.933909325429491e-02
51,-1.025365476218496e-02,-2.247174047068515e-02
52,-7.121876190957658e-03,-2.449990573674624e-02
53,-3.649193754613090e-03,-2.593850955699094e-02
54,4.128364127739972e-17,-2.671927482689766e-02
55,3.649193754613200e-03,-2.593850955699092e-02
56,7.121876190957702e-03,-2.449990573674611e-02
57,1.025365476218517e-02,-2.247174047068513e-02
58,1.228240553386991e-02,-1.933909325429508e-02
59,1.372015137896246e-02,-1.586690812051965e-02
60,1.450010106054254e-02,-1.221751241400382e-02
61,1.371987975855337e-02,-8.569256978208336e-03
62,1.228091739209569e-02,-5.096554072763907e-03
63,1.025258790586661e-02,-1.965788952186907e-03
64,7.120865287656921e-03,6.306917773965274e-05
65,3.648558094893613e-03,1.501131741681009e-03
66,1.223494464363399e-16,2.280523544759390e-03
67,-3.648558094893624e-03,1.501131741681592e-03
68,-7.120865287656893e-03,6.306917773947174e-05
69,-1.025258790586670e-02,-1.965788952186705e-03
70,-1.228091739209563e-02,-5.096554072763829e-03
71,-1.371987975855337e-02,-8.569256978208439e-03
72,-1.450010106054254e-02,-1.221751241400395e-02
73,-2.292852638868857e-02,-1.833658371025964e-02
74,-2.053977533015142e-02,-2.410365469170857e-02
75,-1.697147102811606e-02,-2.918832732077038e-02
76,-1.188596632408172e-02,-3.275756672849130e-02
77,-6.119522409423614e-03,-3.514619092466041e-02
78,-9.672503768897172e-18,-3.621820176869334e-02
79,6.119522409423757e-03,-3.514619092466050e-02
80,1.188596632408174e-02,-3.275756672849126e-02
81,1.697147102811612e-02,-2.918832732077051e-02
82,2.053977533015141e-02,-2.410365469170854e-02
83,2.292852638868851e-02,-1.833658371025982e-02
84,2.400017023652973e-02,-1.221805475435554e-02
85,2.292779029509864e-02,-6.098295953718707e-03
86,2.053944502838582e-02,-3.325949833530193e-04
87,1.696990885225770e-02,4.752546367921481e-03
88,1.188545100859528e-02,8.321050582721758e-03
89,6.118952436336220e-03,1.070945904006183e-02
90,2.093822003784348e-17,1.178145280448782e-02
91,-6.118952436336166e-03,1.070945904006193e-02
92,-1.188545100859531e-02,8.321050582721820e-03
93,-1.696990885225763e-02,4.752546367921409e-03
94,-2.053944502838587e-02,-3.325949833532947e-04
95,-2.292779029509866e-02,-6.098295953718402e-03
96,-2.400017023652978e-02,-1.221805475435570e-02
97,-3.213638668947721e-02,-2.080751629061950e-02
98,-2.879827453190555e-02,-2.886716762709040e-02
99,-2.368849491933337e-02,-3.590595289329711e-02
100,-1.665072458566183e-02,-4.101501926681959e-02
101,-8.589714982222338e-03,-4.435372222792790e-02
102,1.716212708426894e-17,-4.571804388686315e-02
103,8.589714982222184e-03,-4.435372222792754e-02
104,1.665072458566196e-02,-4.101501926681936e-02
105,2.368849491933345e-02,-3.590595289329716e-02
106,2.879827453190558e-02,-2.886716762709053e-02
107,3.213638668947724e-02,-2.080751629061986e-02
108,3.350024204056897e-02,-1.221711050475395e-02
109,3.213621682393134e-02,-3.628586059517270e-03
110,2.879684740880420e-02,4.432413248112680e-03
111,2.368802601332120e-02,1.146984550633393e-02
112,1.664937371820567e-02,1.657923707598133e-02
113,8.589483460162075e-03,1.991792692206451e-02
114,-7.218545615257397e-17,2.128145744241996e-02
115,-8.589483460162061e-03,1.991792692206468e-02
116,-1.664937371820563e-02,1.657923707598125e-02
117,-2.368802601332123e-02,1.146984550633404e-02
118,-2.879684740880415e-02,4.432413248112556e-03
119,-3.213621682393134e-02,-3.628586059517506e-03
120,-3.350024204056900e-02,-1.221711050475362e-02
121,-4.134498383647710e-02,-2.327675112980727e-02
122,-3.705564197775239e-02,-3.363210282490397e-02
123,-3.040696195352707e-02,-4.262277574834025e-02
124,-2.141450492709718e-02,-4.927262603015521e-02
125,-1.106049342111707e-02,-5.356175387023898e-02
126,-2.952981012093327e-17,-5.521724457749511e-02
127,1.106049342111707e-02,-5.356175387023881e-02
128,2.141450492709715e-02,-4.927262603015535e-02
129,3.040696195352701e-02,-4.262277574834002e-02
130,3.705564197775246e-02,-3.363210282490391e-02
131,4.134498383647714e-02,-2.327675112980744e-02
132,4.300031207134471e-02,-1.221831834246328e-02
133,4.134390628311131e-02,-1.157176664021611e-03
134,3.705538265149016e-02,9.196007101289493e-03
135,3.040470837945778e-02,1.818794768836842e-02
136,2.141427937028372e-02,2.483726656963962e-02
137,1.105943576398091e-02,2.912588833158919e-02
138,4.383505069824083e-17,3.078209249288580e-02
139,-1.105943576398110e-02,2.912588833158893e-02
140,-2.141427937028376e-02,2.483726656963969e-02
141,-3.040470837945795e-02,1.818794768836855e-02
142,-3.705538265149021e-02,9.196007101289759e-03
143,-4.134390628311133e-02,-1.157176664021464e-03
144,-4.300031207134464e-02,-1.221831834246291e-02
145,-5.055259632673704e-02,-2.574873390639995e-02
146,-4.531482859637750e-02,-3.839510619207222e-02
147,-3.712335346829716e-02,-4.934067746784963e-02
148,-2.618002703521174e-02,-5.753029415246289e-02
149,-1.353028043490636e-02,-6.276898389516865e-02
150,8.877943970420489e-17,-6.471759320552747e-02
151,1.353028043490626e-02,-6.276898389516858e-02
152,2.618002703521182e-02,-5.753029415246309e-02
153,3.712335346829725e-02,-4.934067746784958e-02
154,4.531482859637764e-02,-3.839510619207193e-02
155,5.055259632673722e-02,-2.574873390639980e-02
156,5.250037874907090e-02,-1.221645917553021e-02
157,5.055257606382718e-02,1.311493800292187e-03
158,4.531210302983073e-02,1.396153673332494e-02
159,3.712346934941068e-02,2.490497844472299e-02
160,2.617745847380879e-02,3.309523208860957e-02
161,1.353038346556650e-02,3.833464052025776e-02
162,-1.710481990962595e-16,4.028157200864450e-02
163,-1.353038346556643e-02,3.833464052025772e-02
164,-2.617745847380873e-02,3.309523208860948e-02
165,-3.712346934941058e-02,2.490497844472309e-02
166,-4.531210302983077e-02,1.396153673332510e-02
167,-5.055257606382739e-02,1.311493800292408e-03
168,-5.250037874907082e-02,-1.221645917553015e-02
169,-5.976200765195185e-02,-2.821624955217878e-02
